CartoSanté; ; 
Référentiel géographique : France par territoire de vie-santé 2019; ; 
Code;Libellé;Densité de généralistes lib. 2021
31390;Montréjeau;5.6
31395;Muret;12.1
31396;Nailloux;9.2
31417;Pibrac;11.9
31421;Pins-Justaret;14.4
31424;Plaisance-du-Touch;7.7
31433;Portet-sur-Garonne;9.2
31445;Quint-Fonsegrives;16.5
31446;Ramonville-Saint-Agne;11.2
31451;Revel;9.4
31454;Rieumes;9.7
31458;Roques;14.7
31467;Saint-Alban;12.2
31483;Saint-Gaudens;6.9
31488;Saint-Jean;17
31490;Saint-Jory;9.3
31499;Saint-Lys;7.4
31506;Saint-Orens-de-Gameville;10.7
31523;Salies-du-Salat;12.7
31526;La Salvetat-Saint-Gilles;10.6
31547;Seysses;9.5
31555;Toulouse;11.1
31557;Tournefeuille;9.2
31561;L'Union;14.4
31572;Venerque;15.6
31573;Verfeil;8.9
31582;Villefranche-de-Lauragais;12.1
31584;Villemur-sur-Tarn;7.9
31588;Villeneuve-Tolosane;5.7
32013;Auch;10
32096;Cazaubon;16.4
32107;Condom;6.4
32119;Eauze;7.1
32132;Fleurance;4.2
32147;Gimont;10.1
32160;L'Isle-Jourdain;6.9
32208;Lectoure;13.2
32213;Lombez;10.2
32233;Marciac;6.1
32242;Masseube;10.8
32249;Mauvezin;8.4
32256;Mirande;7.3
32296;Nogaro;6.5
32319;Plaisance;8.3
32344;Riscle;8
32410;Samatan;13.3
32462;Vic-Fezensac;7.9
33003;Ambarès-et-Lagrave;8.5
33005;Andernos-les-Bains;11.3
33009;Arcachon;22.4
33011;Arès;7.8
33013;Artigues-près-Bordeaux;11.4
33036;Bazas;9.3
33039;Bègles;9.8
33051;Biganos;9
33056;Blanquefort;7.1
33058;Blaye;8
33063;Bordeaux;15.4
33067;Bourg;7.9
33069;Le Bouscat;14.7
33075;Bruges;9.3
33081;Cadillac;7.1
33090;Canéjan;18.1
33096;Carbon-Blanc;9.5
33104;Castelnau-de-Médoc;7.8
33108;Castillon-la-Bataille;7.9
33119;Cenon;26.3
33122;Cestas;10
33123;Cézac;7.1
33138;Coutras;5.6
33140;Créon;9.9
33162;Eysines;9.4
33167;Floirac;13.7
33192;Gradignan;12.8
33199;Gujan-Mestras;9.1
33200;Le Haillan;6.1
33213;La Brède;9.8
33214;Lacanau;9.2
33227;Langon;13.5
33234;Latresne;12
33236;Lège-Cap-Ferret;10.3
33238;Léognan;11.6
33240;Lesparre-Médoc;8.3
33243;Libourne;12.1
33249;Lormont;20.7
33273;Martignas-sur-Jalle;13.1
33281;Mérignac;13.2
33289;Monségur;7.7
33312;Parempuyre;10.3
33314;Pauillac;8.6
33318;Pessac;9.5
33327;Podensac;6.7
33334;Portets;12.9
33352;La Réole;6.5
33366;Saint-André-de-Cubzac;8.2
33389;Saint-Ciers-sur-Gironde;6.5
33397;Sainte-Eulalie;8.2
33402;Sainte-Foy-la-Grande;6
33422;Saint-Jean-d'Illac;11.1
33433;Saint-Loubès;7.9
33449;Saint-Médard-en-Jalles;12.1
33478;Saint-Seurin-sur-l'Isle;7.4
33498;Salles;8.6
33506;Sauveterre-de-Guyenne;13.1
33514;Soulac-sur-Mer;9.8
33519;Le Taillan-Médoc;11.7
33522;Talence;8.9
33527;Le Teich;10.6
33529;La Teste-de-Buch;13.8
33550;Villenave-d'Ornon;8.9
34003;Agde;9.1
34022;Baillargues;7.3
34023;Balaruc-les-Bains;33.7
